Date,Name,Year,Letterboxd URI,Rating
2022-12-22,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,2
2022-12-22,Thor,2011,https://boxd.it/1WQU,1
2022-12-22,Iron Man 2,2010,https://boxd.it/1WZM,1.5
2022-12-22,Napoleon Dynamite,2004,https://boxd.it/20wu,3.5
2022-12-22,The Dead Don't Die,2019,https://boxd.it/juZg,2.5
2022-12-22,Captain Marvel,2019,https://boxd.it/9vSA,2
2022-12-22,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,3.5
2022-12-22,Nightcrawler,2014,https://boxd.it/780m,3.5
2022-12-22,Deadpool,2016,https://boxd.it/9fOC,2.5
2022-12-22,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,3
2022-12-22,Iron Man,2008,https://boxd.it/28dA,3
2022-12-22,Star Wars: Episode I - The Phantom Menace,1999,https://boxd.it/27Vc,1.5
2022-12-22,Split,2016,https://boxd.it/dgSy,3
2022-12-22,Kingsman: The Secret Service,2014,https://boxd.it/6dxe,3
2022-12-22,Resident Evil: Retribution,2012,https://boxd.it/2qmK,2.5
2022-12-22,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,2.5
2022-12-22,The Greatest Showman,2017,https://boxd.it/acjI,3
2022-12-22,Bumblebee,2018,https://boxd.it/f21O,2.5
2022-12-22,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,2.5
2022-12-22,John Wick: Chapter 2,2017,https://boxd.it/ayGu,3
2022-12-22,Solo: A Star Wars Story,2018,https://boxd.it/bGWs,2.5
2022-12-22,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu,3
2022-12-23,Yi Yi,2000,https://boxd.it/1vCw,4
2022-12-24,The Witch,2015,https://boxd.it/9X0m,3.5
2022-12-25,Prisoners,2013,https://boxd.it/4E5i,4
2022-12-27,Miracle,2004,https://boxd.it/1OmM,3
2022-12-27,Bright,2017,https://boxd.it/e1H8,1.5
2022-12-27,Glass Onion: A Knives Out Mystery,2022,https://boxd.it/oCkK,2.5
2022-12-28,Akira,1988,https://boxd.it/2b1i,4
2022-12-29,Ravenous,1999,https://boxd.it/1WOa,3.5
2022-12-30,Throne of Blood,1957,https://boxd.it/251w,3.5
2022-12-30,The Handmaiden,2016,https://boxd.it/948A,3.5
2022-12-31,Land of the Lost,2009,https://boxd.it/1Htc,1.5
2022-12-31,Superbad,2007,https://boxd.it/20hO,3.5
2022-12-31,Sausage Party,2016,https://boxd.it/6CCe,1
2022-12-31,The Angry Birds Movie,2016,https://boxd.it/4PBu,2
2022-12-31,Step Brothers,2008,https://boxd.it/1SsE,3
2022-12-31,The Other Guys,2010,https://boxd.it/1rtq,2.5
2022-12-31,Blades of Glory,2007,https://boxd.it/1Xrm,3
2023-01-01,City of God,2002,https://boxd.it/2a2a,4.5
2023-01-01,A Ghost Story,2017,https://boxd.it/fb0K,3
2023-01-02,The Last Dance,2020,https://boxd.it/pVfc,3.5
2023-01-02,Psycho,1960,https://boxd.it/2ab2,4
2023-01-02,The Mission,1986,https://boxd.it/1TTw,3.5
2023-01-02,Suspiria,1977,https://boxd.it/1SNW,2.5
2023-01-03,The Two Popes,2019,https://boxd.it/k8Xk,3.5
2023-01-03,The Northman,2022,https://boxd.it/nK2s,3.5
2023-01-04,Jerry Maguire,1996,https://boxd.it/1YNS,2.5
2023-01-04,Emma.,2020,https://boxd.it/kmg0,3
2023-01-05,Antwone Fisher,2002,https://boxd.it/1QbG,3
2023-01-05,Le Bonheur,1965,https://boxd.it/xyk,4
2023-01-06,"Argentina, 1985",2022,https://boxd.it/qLxM,4
2023-01-07,The Hunt,2020,https://boxd.it/iE9i,3
2023-01-08,Bolt,2008,https://boxd.it/1QXg,3
2023-01-08,Cinema Paradiso,1988,https://boxd.it/1UlA,4
2023-01-10,The Meyerowitz Stories (New and Selected),2017,https://boxd.it/dSp0,3.5
2023-01-10,X-Men Origins: Wolverine,2009,https://boxd.it/27ug,2
2023-01-10,The Happening,2008,https://boxd.it/200o,1.5
2023-01-10,X-Men: First Class,2011,https://boxd.it/FOA,3
2023-01-10,Starship Troopers,1997,https://boxd.it/2a7k,3.5
2023-01-10,Ice Age: The Meltdown,2006,https://boxd.it/2wRk,3
2023-01-10,The Wolverine,2013,https://boxd.it/2CWU,2.5
2023-01-10,Fantastic Four: Rise of the Silver Surfer,2007,https://boxd.it/27Ii,2
2023-01-10,Rise of the Planet of the Apes,2011,https://boxd.it/cS4,3
2023-01-10,Fantastic Four,2005,https://boxd.it/1XVw,2.5
2023-01-10,Independence Day: Resurgence,2016,https://boxd.it/JwK,2
2023-01-10,Finding Dory,2016,https://boxd.it/4aAA,3
2023-01-10,The Founder,2016,https://boxd.it/9XwM,3
2023-01-10,Beasts of the Southern Wild,2012,https://boxd.it/2XPK,3.5
2023-01-10,Night at the Museum: Battle of the Smithsonian,2009,https://boxd.it/1H7U,1.5
2023-01-10,Cloudy with a Chance of Meatballs,2009,https://boxd.it/1A40,3
2023-01-10,Monsters University,2013,https://boxd.it/bQm,3
2023-01-10,Minority Report,2002,https://boxd.it/2aWi,3.5
2023-01-10,Kingsman: The Golden Circle,2017,https://boxd.it/buJm,3
2023-01-10,Blair Witch,2016,https://boxd.it/bO28,2
2023-01-10,Rambo: Last Blood,2019,https://boxd.it/iYPy,2
2023-01-10,Searching,2018,https://boxd.it/hDPg,3
2023-01-10,Incredibles 2,2018,https://boxd.it/7IPg,3.5
2023-01-10,The Trial of the Chicago 7,2020,https://boxd.it/kn3w,3.5
2023-01-10,The King of Comedy,1982,https://boxd.it/2aJS,4.5
2023-01-10,Icarus,2017,https://boxd.it/fmje,3.5
2023-01-11,Reservoir Dogs,1992,https://boxd.it/2agc,3.5
2023-01-12,The Last Black Man in San Francisco,2019,https://boxd.it/iWAw,4
2023-01-12,Suspiria,2018,https://boxd.it/cioI,3.5
2023-01-12,Star Wars: The Force Awakens,2015,https://boxd.it/4vru,3.5
2023-01-12,The Karate Kid,1984,https://boxd.it/27Wk,3.5
2023-01-12,Return of the Jedi,1983,https://boxd.it/27Vm,3.5
2023-01-12,The Ascent,1977,https://boxd.it/Eew,4
2023-01-12,I Am Legend,2007,https://boxd.it/21DG,3
2023-01-12,Pee-wee's Big Adventure,1985,https://boxd.it/22Lw,3
2023-01-12,Django Unchained,2012,https://boxd.it/2cCk,4
2023-01-12,UHF,1989,https://boxd.it/1SFI,4
2023-01-12,Megamind,2010,https://boxd.it/16Sk,2.5
2023-01-12,Hot Fuzz,2007,https://boxd.it/2416,3
2023-01-13,Super 8,2011,https://boxd.it/dVI,3.5
2023-01-14,American Made,2017,https://boxd.it/bb66,3
2023-01-14,The Shape of Water,2017,https://boxd.it/dZ5m,3
2023-01-15,After Yang,2021,https://boxd.it/lx5a,4
2023-01-15,The Hateful Eight,2015,https://boxd.it/8gw8,3.5
2023-01-15,Seabiscuit,2003,https://boxd.it/24iw,3
2023-01-16,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,3.5
2023-01-17,The Whale,2022,https://boxd.it/tw4c,4
2023-01-18,The Hundred-Foot Journey,2014,https://boxd.it/6JBi,3.5
2023-01-18,Before Sunrise,1995,https://boxd.it/2bcU,3.5
2023-01-20,Bicycle Thieves,1948,https://boxd.it/23hW,3.5
2023-01-22,Little Women,2019,https://boxd.it/aSVk,4
2023-01-23,Back to the Future,1985,https://boxd.it/2b8e,3
2023-01-25,Dancing with the Birds,2019,https://boxd.it/nwlq,4
2023-01-25,Paths of Glory,1957,https://boxd.it/29b6,4.5
2023-01-26,The Producers,2005,https://boxd.it/1XzU,3.5
2023-01-26,Children of the Corn,1984,https://boxd.it/1ViW,2.5
2023-01-26,Petite Maman,2021,https://boxd.it/s6je,4.5
2023-01-27,Phantom Thread,2017,https://boxd.it/e4uc,3.5
2023-01-27,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,5
2023-01-28,The Nevadan,1950,https://boxd.it/Nlm,3
2023-01-29,One Night in Miami...,2020,https://boxd.it/oCUo,3.5
2023-01-30,RRR,2022,https://boxd.it/ljDs,3.5
2023-01-30,La Haine,1995,https://boxd.it/2as8,4.5
2023-01-30,X,2022,https://boxd.it/sxVa,2.5
2023-01-31,Fight Club,1999,https://boxd.it/2a9q,4.5
